"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"1","RT @Jere_Riquelme10: Quedate con quien te mire como Messi a Pavon <f0><U+009F><U+0098><U+0084> https://t.co/9iLcxijo3s",FALSE,0,NA,2018-06-17 06:04:51,FALSE,NA,"1008228965310398465",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Facu_comelli98",16,TRUE,FALSE,NA,NA,"Córdoba, Argentina","es","http://pbs.twimg.com/profile_images/985001646383091712/5xCv1lEy_normal.jpg"
"2","RT @TeamCRonaldo: Iceland Captain Aron Gunnarsson before the match:
“They have individual brilliance, we have a team. Messi? He doesn’t sca…",FALSE,0,NA,2018-06-17 06:04:51,FALSE,NA,"1008228964379357184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vrrsh30",966,TRUE,FALSE,NA,NA,"Nigeria","en","http://pbs.twimg.com/profile_images/1003696237105774592/oRu-WzCj_normal.jpg"
"3","RT @t_riumphant: The internet is a bad place <f0><U+009F><U+0098><U+00AB><f0><U+009F><U+0098><U+00AB><f0><U+009F><U+0098><U+00AB>
See what they did to Messi https://t.co/rhVN31MGbv",FALSE,0,NA,2018-06-17 06:04:51,FALSE,NA,"1008228964169670656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iamodu73",641,TRUE,FALSE,NA,NA,"Lagos city","en","http://pbs.twimg.com/profile_images/947857452929900544/mkRVlp5y_normal.jpg"
"4","*Argentina gets the Penalty*

Messi running to shoot the ball.

Inner Messi:<f0><U+009F><U+0091><U+0087> https://t.co/vc3O11vwjA",FALSE,0,NA,2018-06-17 06:04:51,FALSE,NA,"1008228964073136128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GoStudyOwais",0,FALSE,FALSE,NA,NA,"Karachi, Pakistan","en","http://pbs.twimg.com/profile_images/1003226688174600192/g6e3V-eb_normal.jpg"
"5","RT @tatadecanela: MESSI SI NO TRAES LA COPA, TRAE A LOS PIBES #LYTOURXARGENTINA @BTS_twt",FALSE,0,NA,2018-06-17 06:04:51,FALSE,NA,"1008228963200749569",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MorenaLovee",271,TRUE,FALSE,NA,NA,"Ciudad Evita,Buenos Aires","es","http://pbs.twimg.com/profile_images/1007150051041390592/GA0E2yma_normal.jpg"
"6","RT @plesbol_: Prestasi di World Cup 2018 saat ini:

-Real Madrid:
Nacho 1x
Ronaldo 3x
Luka Modric 1x

-Atletico Madrid:
J Gimenez 1x
Diego…",FALSE,0,NA,2018-06-17 06:04:51,FALSE,NA,"1008228962508525569",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sondy_19",327,TRUE,FALSE,NA,NA,"jakarta","en","http://pbs.twimg.com/profile_images/813981281964806144/ZLsW3d_-_normal.jpg"
"7","RT @kikokardash: Do you love messi? @fundacionmessi Gooo Argentina! <f0><U+009F><U+0087><U+00A6><f0><U+009F><U+0087><U+00B7> https://t.co/MiCLOObOk5",FALSE,0,NA,2018-06-17 06:04:51,FALSE,NA,"1008228962294587392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ellalala04",2,TRUE,FALSE,NA,NA,"New York, NY","en","http://pbs.twimg.com/profile_images/1001441793982976000/VhXqhKMw_normal.jpg"
"8","RT @t_riumphant: The internet is a bad place <f0><U+009F><U+0098><U+00AB><f0><U+009F><U+0098><U+00AB><f0><U+009F><U+0098><U+00AB>
See what they did to Messi https://t.co/rhVN31MGbv",FALSE,0,NA,2018-06-17 06:04:51,FALSE,NA,"1008228961279795200",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Lebz_Mailula",641,TRUE,FALSE,NA,NA,"Pretoria, South africa","en-gb","http://pbs.twimg.com/profile_images/1007103557315825664/Izem-5p5_normal.jpg"
"9","RT @zakariasllh: Hahahaha ada messi pun tak menang <f0><U+009F><U+0098><U+0082> kemain berita tv3 skrg https://t.co/GTmFeeLzz3",FALSE,0,NA,2018-06-17 06:04:50,FALSE,NA,"1008228958804955137",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shamimfazri",3,TRUE,FALSE,NA,NA,"Selangor","en","http://pbs.twimg.com/profile_images/700769250558935040/fNk-UoWo_normal.jpg"
"10","RT @_Cumbs: Rt If You Think Messi Will Only Win The World Cup On PlayStation https://t.co/XRchRxqucf",FALSE,0,NA,2018-06-17 06:04:50,FALSE,NA,"1008228958599565312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Thularz_",1,TRUE,FALSE,NA,NA,"Pretoria SOUTH AFRICA","en","http://pbs.twimg.com/profile_images/1006934522074746880/mIFUzaeo_normal.jpg"
"11","RT @Villedyr_: Argentina fans react to messi due his missed penalty against iceland. #WorldCupRussia https://t.co/CxwfFGtOQK",FALSE,0,NA,2018-06-17 06:04:50,FALSE,NA,"1008228958490411008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RZuchriza",3,TRUE,FALSE,NA,NA,"East Java, Indonesia","en","http://pbs.twimg.com/profile_images/812995934137171968/Y7jW_aaF_normal.jpg"
"12","RT @AymenStroh: Encore une fois et sincèrement, lequel est le meilleur ?
<f0><U+009F><U+0094><U+0084> RT pour Ronaldo
<U+2665><U+FE0F> FAV pour Messi
#ARGISL #WorldCupRussia https:…",FALSE,0,NA,2018-06-17 06:04:50,FALSE,NA,"1008228958024994816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Blacky_LeBg",350,TRUE,FALSE,NA,NA,"","fr","http://pbs.twimg.com/profile_images/995031044641447941/7fD-Sns8_normal.jpg"
"13","RT @MrAubameyang: Messi and Ronaldo are probably 2 of the greatest footballers I'll see in my life time. Messi wins on natural ability, Ron…",FALSE,0,NA,2018-06-17 06:04:50,FALSE,NA,"1008228958012231681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","0Areus",403,TRUE,FALSE,NA,NA,"hidden village of the lake","en","http://pbs.twimg.com/profile_images/1007118601659113472/_ZFIDAAT_normal.jpg"
"14","RT @franale14rp: Leo Messi, disculpá a los que te insultan por errar un penal o no hacer 3 goles. Literalmente son unos infradotados futbol…",FALSE,0,NA,2018-06-17 06:04:50,FALSE,NA,"1008228957597073409",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NicoCabral07",2139,TRUE,FALSE,NA,NA,"Ingeniero Juárez Formosa ","es","http://pbs.twimg.com/profile_images/972287530396725248/2FCnFSmI_normal.jpg"
"15","RT @InfosFuteboI: Sexta-feira teve Cristiano Ronaldo, ontem teve Messi e hoje tem Neymar. Isso é Copa do Mundo, meus amigos! https://t.co/l…",FALSE,0,NA,2018-06-17 06:04:49,FALSE,NA,"1008228956015943681",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pigmeu67CRF",573,TRUE,FALSE,NA,NA,"","pt","http://pbs.twimg.com/profile_images/998758604760010752/_AU2RDQw_normal.jpg"
"16","@M_kabucho @rosetta_kimani @ItsMahuKariuki Terrible Argentina. Messi  was a Real mess;! #TeamYaUjingaArgentina hahaa",FALSE,0,"M_kabucho",2018-06-17 06:04:49,FALSE,"1008228042760687619","1008228955927859202","974155168358027264","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","Arsen_Gidraph4",0,FALSE,FALSE,NA,NA,"NaxVEGAS","en","http://pbs.twimg.com/profile_images/1004624784850849792/8FbRXv9B_normal.jpg"
"17","RT @JulianSerrano01: MESSI NO PASA NADA SOS LO MEJOR DEL MUNDO EL RESTO DE LOS SERES HUMANOS NO TE MERECEN Q SE MUERAN TODOS MENOS VOS",FALSE,0,NA,2018-06-17 06:04:48,FALSE,NA,"1008228952350121984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AshleyG52275504",9559,TRUE,FALSE,NA,NA,"","es","http://pbs.twimg.com/profile_images/969759180063207424/3tmzQZgd_normal.jpg"
"18","RT @jschzantz: @tronco @SC_ESPN lo bueno es que es el ultimo mundial de la mayoría del club de amigos de Messi incluyendo a clemente caball…",FALSE,0,NA,2018-06-17 06:04:48,FALSE,NA,"1008228951032987648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VAYANSEVENDIDOS",1,TRUE,FALSE,NA,NA,"","es","http://pbs.twimg.com/profile_images/800056383341215744/2yU2jae-_normal.jpg"
"19","RT @SiLaPicasSosCra: Messi no se rindió, solo está esperando el jueves, Messi se inyectaba hormonas de crecimiento solo, mira si se va a re…",FALSE,0,NA,2018-06-17 06:04:48,FALSE,NA,"1008228950043176961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EstebanLozanoo",58,TRUE,FALSE,NA,NA,"Buenos Aires, Argentina","es","http://pbs.twimg.com/profile_images/1004370531741765632/qHrLZ97i_normal.jpg"
"20","Any day Messi https://t.co/uqrY1bNUeF",FALSE,0,NA,2018-06-17 06:04:48,FALSE,NA,"1008228949535543297",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sai_tvmchennai",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/1005372048800022528/QbJtF0pf_normal.jpg"
"21","RT @Mundialistas: Islandia, la selección que en los últimos dos años ha logrado jugar su primera EURO, su primer Mundial, vencer a seleccio…",FALSE,0,NA,2018-06-17 06:04:48,FALSE,NA,"1008228949032349697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sergio19ns",763,TRUE,FALSE,NA,NA,"","es","http://pbs.twimg.com/profile_images/492598555995947009/ZoGIV686_normal.jpeg"
"22","RT @enridesalta: Critican a Messi por errar un penal pero cuando ellos tuvieron que definir algo en serio metieron la boleta de Macri en la…",FALSE,0,NA,2018-06-17 06:04:47,FALSE,NA,"1008228947417444352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FacuuGabriel",2905,TRUE,FALSE,NA,NA,"","es","http://pbs.twimg.com/profile_images/966523377505787906/RbF9KxsK_normal.jpg"
"23","RT @DammitArsenal: Best meme ever created on Messi, Ronaldo and Benzema. <f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082> https://t.co/KcCGz8rdXk",FALSE,0,NA,2018-06-17 06:04:47,FALSE,NA,"1008228946083631104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NAUFAL_POWER11",9322,TRUE,FALSE,NA,NA,"Malaysia","en","http://pbs.twimg.com/profile_images/903202264596135936/etWcXvLh_normal.jpg"
"24","RT @spookyobrien: MESSI TENÍA A 6 THORS Y 5 VIKINGOS CUBRIÉNDOLO TODO EL TIEMPO PORQUE SABEN QUE SI SE DESCUIDAN UN SEGUNDO LES METE 20 GOL…",FALSE,0,NA,2018-06-17 06:04:47,FALSE,NA,"1008228945219727360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Miguelvallee",10828,TRUE,FALSE,NA,NA,"Puerto Ordaz","es","http://pbs.twimg.com/profile_images/969960982679310338/YLR2oxR8_normal.jpg"
"25","Pildun tahun ini fans portugal dan argentina tiba"" membludak.. Karna mereka cuman pengen nonton ronaldo dan messi m… https://t.co/XSt2V4hL2f",FALSE,0,NA,2018-06-17 06:04:46,TRUE,NA,"1008228943206289409",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jazuncimol",0,FALSE,FALSE,NA,NA,"","id","http://pbs.twimg.com/profile_images/1092770304/ad_normal.jpg"
"26","RT @Villedyr_: Argentina fans react to messi due his missed penalty against iceland. #WorldCupRussia https://t.co/CxwfFGtOQK",FALSE,0,NA,2018-06-17 06:04:46,FALSE,NA,"1008228943189692417",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","el_bramantyo",3,TRUE,FALSE,NA,NA,"Bandung, Jawa Barat","en","http://pbs.twimg.com/profile_images/998214511734636544/pDMLfGYb_normal.jpg"
"27","RT @mykingsellanes: messi respira y ya tiene a siete atrás",FALSE,0,NA,2018-06-17 06:04:46,FALSE,NA,"1008228943097483264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SebsMyLife_14",735,TRUE,FALSE,NA,NA,"<f0><U+009F><U+0087><U+00A6><f0><U+009F><U+0087><U+00B7>","es","http://pbs.twimg.com/profile_images/1006539778458673152/JF-x6h2a_normal.jpg"
"28","RT @CRabczuk: Islandia: El País más feliz del mundo, respetan la naturaleza, con educación gratuita y de calidad, sin Ejército, sin McDonal…",FALSE,0,NA,2018-06-17 06:04:46,FALSE,NA,"1008228943068061696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marcosUC97",6,TRUE,FALSE,NA,NA,"Valenzuela ,Córdoba","es","http://pbs.twimg.com/profile_images/990854489803509760/Nqrby-eq_normal.jpg"
"29","RT @fedepiri_: Cómo le vas a atajar un penal a Messi en un Mundial, hijo de mil puta, no tenés corazón, la re islandesa concha de tu rubia…",FALSE,0,NA,2018-06-17 06:04:46,FALSE,NA,"1008228942174670849",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lugandiglio",3606,TRUE,FALSE,NA,NA,"","es","http://pbs.twimg.com/profile_images/980893148523220992/wy5JlL3q_normal.jpg"
"30","RT @JulianSerrano01: MESSI NO PASA NADA SOS LO MEJOR DEL MUNDO EL RESTO DE LOS SERES HUMANOS NO TE MERECEN Q SE MUERAN TODOS MENOS VOS",FALSE,0,NA,2018-06-17 06:04:46,FALSE,NA,"1008228941595922432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Naddiafrost",9559,TRUE,FALSE,NA,NA,"Argentina","es","http://pbs.twimg.com/profile_images/1007392848612864000/z2OQrvAV_normal.jpg"
"31","@PepedelBosque Es curioso, a mi me parece que desde que Messi explotó por ahí del 2007 - 2008, por alguna razón que… https://t.co/QYOVFYcUNJ",FALSE,0,"PepedelBosque",2018-06-17 06:04:45,TRUE,"1008222633815617536","1008228940186570752","188589878","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CuzImMrDullside",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/1004707554998571009/pU_AeXuj_normal.jpg"
"32","RT @FOXSportsMX: ¿APROBADO O REPROBADO? 

#FOXenRusia ¿Cómo calificarías el partido de Lionel Messi contra Islandia? https://t.co/ezGBGKdmM9",FALSE,0,NA,2018-06-17 06:04:45,FALSE,NA,"1008228938882183168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DanielPerezSV",6,TRUE,FALSE,NA,NA,"El Salvador","es","http://pbs.twimg.com/profile_images/908031773937946624/DM0iYLs1_normal.jpg"
"33","RT @EliteMartiaI: Iceland’s goalkeeper is a 34 year old film director. 

He has just saved Lionel Messi’s penalty at the World Cup. 

Even…",FALSE,0,NA,2018-06-17 06:04:45,FALSE,NA,"1008228938793902080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iMortz7",67,TRUE,FALSE,NA,NA,"Peter Burns Stand","en","http://pbs.twimg.com/profile_images/1000668264509333504/Zrj-cMSC_normal.jpg"
"34","RT @yjhseungcheol: “Do you like Football?”
“YES!”
“Do you like Messi?”
“No, I like Kim Mingyu” https://t.co/qPhKnpyQjj",FALSE,0,NA,2018-06-17 06:04:45,FALSE,NA,"1008228936210440192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Spicy_Coups",184,TRUE,FALSE,NA,NA,"U.S.A.","en","http://pbs.twimg.com/profile_images/1006744173645586433/gyur_UAw_normal.jpg"
"35","RT @assimdisseojoao: CURIOSIDADES SOBRE O GOLEIRO DA ISLÂNDIA

- É o único taxista de toda Reykjavik
- Também é ministro da Agricultura e d…",FALSE,0,NA,2018-06-17 06:04:44,FALSE,NA,"1008228935354773504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mongelero",1746,TRUE,FALSE,NA,NA,"","pt","http://pbs.twimg.com/profile_images/1007241196949909510/SgQx42iT_normal.jpg"
"36","RT @NoticiasVenezue: Messi desperdicia penalti, Argentina con 1-1 ante Islandia https://t.co/IoOXLzEeUr",FALSE,0,NA,2018-06-17 06:04:43,FALSE,NA,"1008228930279628802",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarlinRodriguez",1,TRUE,FALSE,NA,NA,"","es","http://pbs.twimg.com/profile_images/3705431627/2d9a5fdb8efeba03e4f17c08a5dee0dd_normal.jpeg"
"37","RT @itvfootball: PENALTY MISSED! Messi steps up and looks to curl the penalty into the corner but Hannes springs to his right and makes a c…",FALSE,0,NA,2018-06-17 06:04:43,FALSE,NA,"1008228929897943040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheoBalor47",131,TRUE,FALSE,NA,NA,"Welkom, South Africa","en","http://pbs.twimg.com/profile_images/996412668855701504/k20_QxFm_normal.jpg"
"38","RT @SomeonesAnIdiot: ESPN says Messi must ignore Ronaldo comparisons........like for example, the one they posted right below that statemen…",FALSE,0,NA,2018-06-17 06:04:43,FALSE,NA,"1008228928178319366",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amitgo",95,TRUE,FALSE,NA,NA,"Republik of Mancunia","en","http://pbs.twimg.com/profile_images/962125867299123200/KCQ9LVxX_normal.jpg"
"39","RT @nicogodd: saben por que empatamos? porque messi no hizo la cabala de escuchar la cancion de neo pistea antes de entrar al partido estoy…",FALSE,0,NA,2018-06-17 06:04:42,FALSE,NA,"1008228927335227392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dybalaftseven",162,TRUE,FALSE,NA,NA,"","es","http://pbs.twimg.com/profile_images/1003023517326217216/xFj7aBX__normal.jpg"
"40","RT @plesbol_: Prestasi di World Cup 2018 saat ini:

-Real Madrid:
Nacho 1x
Ronaldo 3x
Luka Modric 1x

-Atletico Madrid:
J Gimenez 1x
Diego…",FALSE,0,NA,2018-06-17 06:04:42,FALSE,NA,"1008228926928216064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ferdion_AP17",327,TRUE,FALSE,NA,NA,"Yogyakarta,Indonesia ","id","http://pbs.twimg.com/profile_images/991707345431314434/YqPwf0Qq_normal.jpg"
"41","I can take penalty better than Messi",FALSE,0,NA,2018-06-17 06:04:42,FALSE,NA,"1008228926483771392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","paindu_swagger",0,FALSE,FALSE,NA,NA,"Donnybrook ","en","http://pbs.twimg.com/profile_images/998268190235901953/TmgIlsg9_normal.jpg"
"42","Me saca tanto cuando hablan mierda de Messi, los mataría",FALSE,0,NA,2018-06-17 06:04:42,FALSE,NA,"1008228926358020097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chhuky_",0,FALSE,FALSE,NA,NA,"Alcorta y Luna","es","http://pbs.twimg.com/profile_images/1007516415862112256/SqTjN4VT_normal.jpg"
"43","RT @cristobalsoria: - Hoy no es un día cualquiera...
- Hoy es un día histórico para la Humanidad...
- Hoy debuta su Santidad Leo Messi en e…",FALSE,0,NA,2018-06-17 06:04:42,FALSE,NA,"1008228925351264257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MiquelSanchez14",3424,TRUE,FALSE,NA,NA,"","es","http://pbs.twimg.com/profile_images/1000545587652169728/eg-i6gtJ_normal.jpg"
"44","Apa lawan apa skrng
Brazil kayanya juara
Belanda ga masuk piala dunia??
Messi jelek banget itu
Arab kok loyo gitu
T… https://t.co/KHKw4d5aWT",FALSE,0,NA,2018-06-17 06:04:42,TRUE,NA,"1008228924004810752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ZiaMaula",0,FALSE,FALSE,NA,NA,"Bandung-Surabaya","en","http://pbs.twimg.com/profile_images/788344212567699456/mn2ed9Mt_normal.jpg"
"45","Mirá Messi, así se patea un penal en un mundial <f0><U+009F><U+0098><U+008E><f0><U+009F><U+0092><U+0085> https://t.co/db9EW2N7If",FALSE,0,NA,2018-06-17 06:04:41,FALSE,NA,"1008228923266740225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OlivaresAnge",0,FALSE,FALSE,NA,NA,"Cabildo, Valparaíso","es","http://pbs.twimg.com/profile_images/479441952480714752/nkdXf0Xo_normal.jpeg"
"46","RT @spookyobrien: MESSI TENÍA A 6 THORS Y 5 VIKINGOS CUBRIÉNDOLO TODO EL TIEMPO PORQUE SABEN QUE SI SE DESCUIDAN UN SEGUNDO LES METE 20 GOL…",FALSE,0,NA,2018-06-17 06:04:41,FALSE,NA,"1008228922612477952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ConversetDamian",10828,TRUE,FALSE,NA,NA,"Mar del Plata, Argentina","es","http://pbs.twimg.com/profile_images/961998603484127233/m2HFTOLl_normal.jpg"
"47","RT @Esp_Interativo: Na #Copa2018 você vai:

RT = Secar o Messi/Argentina
<U+2764>= Torcer para o Messi/Argentina https://t.co/s02njo2P7K",FALSE,0,NA,2018-06-17 06:04:41,FALSE,NA,"1008228922369114113",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","4_HelenSena",611,TRUE,FALSE,NA,NA,"São João de Meriti, Brasil","pt","http://pbs.twimg.com/profile_images/1002387783376343040/17zBhiEP_normal.jpg"
"48","RT @InfosFuteboI: Sexta-feira teve Cristiano Ronaldo, ontem teve Messi e hoje tem Neymar. Isso é Copa do Mundo, meus amigos! https://t.co/l…",FALSE,0,NA,2018-06-17 06:04:40,FALSE,NA,"1008228919194062848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Matheuzin_Assis",573,TRUE,FALSE,NA,NA,"São Mateus, São João de Meriti","pt","http://pbs.twimg.com/profile_images/1006705473687519232/e7Jed1ZS_normal.jpg"
"49","RT @UOLEsporte: “Messi mostrou que não precisa de arbitro de vídeo para perder pênalti"", diz @DanielSFurlan no Falha de Cobertura #Hexabili…",FALSE,0,NA,2018-06-17 06:04:40,FALSE,NA,"1008228916841115648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Delfino1910",6,TRUE,FALSE,NA,NA,"Brasil","pt","http://pbs.twimg.com/profile_images/1007887610294030337/S-FcNHCE_normal.jpg"
"50","RT @Godly_Official: Peter Drury has to be the Messi of commentators. <f0><U+009F><U+0091><U+008F><f0><U+009F><U+0091><U+008F><f0><U+009F><U+0091><U+008F>",FALSE,0,NA,2018-06-17 06:04:40,FALSE,NA,"1008228916664778752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rre_Malabola",27,TRUE,FALSE,NA,NA,"Botswana","en","http://pbs.twimg.com/profile_images/1007324467331289088/y5LQ3eSI_normal.jpg"
"51","RT @Metin_Senturk: Ulan Messi o penaltiyi ben bile atardim",FALSE,0,NA,2018-06-17 06:04:40,FALSE,NA,"1008228916245553153",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EdaHsyn1",724,TRUE,FALSE,NA,NA,"Komotini, Hellas","tr","http://pbs.twimg.com/profile_images/991214244036300800/7loy8qK6_normal.jpg"
"52","RT @itsmozahh: Iceland players around Messi. https://t.co/vEVRxjOSs0",FALSE,0,NA,2018-06-17 06:04:39,FALSE,NA,"1008228914983030785",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WNawfal",65,TRUE,FALSE,NA,NA,"Beirut, Lebanon","en","http://pbs.twimg.com/profile_images/999356608604852224/azy8C6kj_normal.jpg"
"53","Tv3 dah menyampaikan berita yg telus skg ni..
“Ada messi pun tak menang” https://t.co/x6rrBbopQ8",FALSE,0,NA,2018-06-17 06:04:39,FALSE,NA,"1008228914722816000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FhaizAdham",0,FALSE,FALSE,NA,NA,"Gombak, Selangor","en","http://pbs.twimg.com/profile_images/1007890417365352449/bCGD1aS__normal.jpg"
"54","Real Madrid, FC Barcelone : Ronaldo s’est bien payé la tête de Messi https://t.co/dfITp7Hbgm",FALSE,0,NA,2018-06-17 06:04:39,FALSE,NA,"1008228914047737856",NA,"<a href=""https://www.sociallymap.com"" rel=""nofollow"">Sociallymap</a>","But_FC",0,FALSE,FALSE,NA,NA,"France","fr","http://pbs.twimg.com/profile_images/378800000180502516/ac9dfaad2d22ac55e8c47f5fe89d7043_normal.png"
"55","RT @FootballVines: HIGHLIGHTS: Iceland defenders against Messi... 

Credits: @arushb https://t.co/VNqKgW7g48",FALSE,0,NA,2018-06-17 06:04:39,FALSE,NA,"1008228913548414976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mbaldemar11",1441,TRUE,FALSE,NA,NA,"Chino, CA","en","http://pbs.twimg.com/profile_images/877018346624925696/98ZCZQA1_normal.jpg"
"56","RT @dukana2: #ArgentinaIslanda ....fottitene #Messi...hai dignità da vendere...guadagnata sul “campo” per aver rifiutato di giocare in #Isr…",FALSE,0,NA,2018-06-17 06:04:39,FALSE,NA,"1008228913523421185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Serenel73",20,TRUE,FALSE,NA,NA,"Roma, Lazio","it","http://pbs.twimg.com/profile_images/799332371715805185/OVFex3Mh_normal.jpg"
"57","RT @odiomistweets: Tal vez Messi es mejor en todas las facetas de juego físico, pero JAMÁS tendrá el liderazgo, la fortaleza, la ambición y…",FALSE,0,NA,2018-06-17 06:04:39,FALSE,NA,"1008228912680394752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JvShecky",1830,TRUE,FALSE,NA,NA,"","es","http://pbs.twimg.com/profile_images/935013502418325504/32s1ZXcN_normal.jpg"
"58","@thomasyorker Tapi messi rosakkan point fantasy do mir",FALSE,0,"thomasyorker",2018-06-17 06:04:38,FALSE,"1008019205671669761","1008228910377533440","339609090","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","luiz_ell",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/808310698644119552/vAk6GEla_normal.jpg"
"59","RT @Igna96: Me duele el alma cuando Messi la pasa mal",FALSE,0,NA,2018-06-17 06:04:38,FALSE,NA,"1008228909832384512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Santiimedina10",21,TRUE,FALSE,NA,NA,"Jujuy, Argentina","es","http://pbs.twimg.com/profile_images/898380689174917122/K54nc_9D_normal.jpg"
